dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,postalCode,lastSeen
5/4/2016 11:55,BMW_728i_E23_Leder_H_Kennzeichen,private,offer,6900,test,limousine,1979,,0,7er,150000,5,petrol,bmw,,5/4/2016 0:00,73326,5/4/2016 12:40
12/3/2016 21:37,Seat_Arosa,private,offer,550,test,small car,1998,manual,50,arosa,150000,4,petrol,seat,,12/3/2016 0:00,68789,16/03/2016 5:19
4/4/2016 20:58,Seat_Alhambra_Vigo_2.0_6_Sitze_Climatronic_Winterpaket,private,offer,7500,control,bus,2005,manual,140,,150000,5,diesel,seat,no,4/4/2016 0:00,96135,6/4/2016 23:44
26/03/2016 18:40,MINI_One_pepper_white_uni_NSW/Klima,private,offer,6400,test,small car,2009,manual,75,one,90000,9,petrol,mini,no,26/03/2016 0:00,93426,26/03/2016 18:40
17/03/2016 13:48,Volkswagen_Vento,private,offer,500,control,limousine,1992,manual,90,others,150000,4,petrol,volkswagen,no,17/03/2016 0:00,18057,19/03/2016 13:17
1/4/2016 12:53,Ford_Fiesta_1.25,private,offer,6100,test,small car,2009,manual,60,fiesta,40000,4,petrol,ford,no,1/4/2016 0:00,78224,1/4/2016 12:53
3/4/2016 13:49,Chevrolet_Chevrolet___Cruze_Diesel_LT_Rentnerfahrzeug,private,offer,9000,control,limousine,2012,automatic,163,others,50000,12,diesel,chevrolet,no,3/4/2016 0:00,28857,3/4/2016 13:49
29/03/2016 16:53,Polo_6n_Kombi_Variant_1.4_Motor_Anhaengerkupplung_TÜV_2/2016,private,offer,400,control,station wagon,1999,manual,60,polo,150000,9,petrol,volkswagen,no,29/03/2016 0:00,38667,31/03/2016 10:44
5/3/2016 15:57,Mercedes_Benz_A_160_CDI_Autotronic_Euro_4,private,offer,5800,control,limousine,2005,automatic,82,a_klasse,125000,6,diesel,mercedes_benz,no,5/3/2016 0:00,45883,5/4/2016 20:19
11/3/2016 23:58,Gruen_Plakat,private,offer,1600,test,station wagon,2003,,80,astra,150000,10,diesel,opel,,11/3/2016 0:00,47169,12/3/2016 8:42
20/03/2016 13:55,bremsscheiben_vorne_fuer_4WD,private,offer,50,test,,2005,,0,santa,5000,0,,hyundai,,20/03/2016 0:00,37603,6/4/2016 15:45
3/4/2016 17:49,Fiat_Stilo_1.8_16V_Dynamic,private,offer,800,test,limousine,2002,manual,133,stilo,150000,7,petrol,fiat,yes,3/4/2016 0:00,28790,5/4/2016 18:17
4/4/2016 20:38,Audi_A4_1_9_tdi_S__line,private,offer,1290,control,,2016,manual,110,a4,150000,0,diesel,audi,,4/4/2016 0:00,92718,6/4/2016 22:46
28/03/2016 10:53,Golf_5_gti/_tausche,private,offer,7250,control,coupe,2004,automatic,200,golf,150000,11,petrol,volkswagen,,28/03/2016 0:00,75382,6/4/2016 13:44
11/3/2016 16:53,VW_Lupo_Trendline_1.0l__2._Hand_,private,offer,2000,test,small car,1999,manual,50,lupo,90000,2,petrol,volkswagen,,11/3/2016 0:00,45277,20/03/2016 1:45
3/4/2016 1:58,Smart_fortwo_Klima_Panorama_Tuev_Teilleder_automatik_!!,private,offer,599,control,small car,1999,automatic,54,fortwo,150000,1,petrol,smart,no,3/4/2016 0:00,47652,5/4/2016 6:44
28/03/2016 12:39,MB_B200_Sports_Tourer,private,offer,8250,test,limousine,2007,manual,140,b_klasse,60000,6,petrol,mercedes_benz,no,28/03/2016 0:00,8236,5/4/2016 13:16
16/03/2016 18:58,golf_3_gti,private,offer,1,control,small car,1994,manual,116,golf,150000,12,petrol,volkswagen,,16/03/2016 0:00,74635,24/03/2016 13:44
12/3/2016 16:38,Seat_Ibiza_SC_1.4_TDI_PD,private,offer,4999,control,small car,2009,manual,80,ibiza,70000,2,diesel,seat,no,12/3/2016 0:00,74172,30/03/2016 15:17
8/3/2016 17:36,Ford_Mondeo_Turnier_16V_2._Hand,private,offer,1450,control,station wagon,1998,manual,116,mondeo,150000,5,petrol,ford,no,8/3/2016 0:00,83317,3/4/2016 5:17
1/4/2016 12:38,Mercedes_Benz_300_CE_24,private,offer,4000,test,coupe,1993,automatic,220,others,150000,1,petrol,mercedes_benz,no,1/4/2016 0:00,97491,7/4/2016 8:46
6/3/2016 14:51,BMW_525i,private,offer,3210,control,limousine,2001,manual,192,5er,150000,4,petrol,bmw,no,6/3/2016 0:00,70374,15/03/2016 16:46
2/4/2016 19:42,Alfa_Romeo_147_T_Spark_mit_LPG_Gasanlage,private,offer,900,control,limousine,2001,manual,116,147,150000,0,lpg,alfa_romeo,,2/4/2016 0:00,52080,2/4/2016 19:42
23/03/2016 12:38,Opel_Vectra_C_kombi,private,offer,1999,control,station wagon,2005,automatic,150,vectra,150000,3,diesel,opel,,23/03/2016 0:00,25436,23/03/2016 12:38
14/03/2016 14:25,Volkswagen_Crafter_3.0tdi_mit_weniger_Kilometer!!!,private,offer,10000,control,bus,2009,manual,138,others,150000,12,diesel,volkswagen,no,14/03/2016 0:00,65520,6/4/2016 0:45
29/03/2016 15:06,BMW_X5_E53_Diesel,private,offer,3500,test,suv,2002,automatic,184,x_reihe,150000,3,diesel,bmw,,29/03/2016 0:00,65929,29/03/2016 19:28
19/03/2016 18:40,Ford_Tourneo_Connect__Kurz_,private,offer,3000,test,station wagon,2008,manual,90,others,150000,8,diesel,ford,no,19/03/2016 0:00,49163,19/03/2016 18:40
5/4/2016 0:55,VW_Passat_2_0TDI_NAVI_KLIMA_1_Hand,private,offer,6450,control,station wagon,2010,manual,140,passat,150000,6,diesel,volkswagen,no,5/4/2016 0:00,74564,7/4/2016 11:15
7/3/2016 14:51,Mercedes_Benz_C_180,private,offer,1990,control,limousine,2001,manual,129,c_klasse,150000,5,petrol,mercedes_benz,no,7/3/2016 0:00,44147,15/03/2016 2:46
1/4/2016 2:50,Seat_leon__16v,private,offer,2499,control,limousine,2001,manual,105,leon,150000,2,,seat,no,31/03/2016 0:00,85119,7/4/2016 4:16
8/3/2016 22:57,Volkswagen_Golf_5__1_4_mit_75_PS__Hagelschaden!!!,private,offer,3650,test,limousine,2004,manual,75,golf,150000,6,petrol,volkswagen,no,8/3/2016 0:00,33607,19/03/2016 9:45
14/03/2016 21:43,Twingo_an_Bastler,private,offer,300,test,,2000,,0,twingo,150000,0,,renault,,14/03/2016 0:00,27798,21/03/2016 15:15
21/03/2016 20:49,Golf_2_gt_Spezial,private,offer,950,control,,1990,manual,90,,5000,0,petrol,volkswagen,,21/03/2016 0:00,53909,30/03/2016 10:16
11/3/2016 11:56,Renault_Twingo_Faltdach_Fensterheber,private,offer,199,control,,2016,manual,55,twingo,150000,2,,renault,no,11/3/2016 0:00,18233,28/03/2016 22:15
22/03/2016 23:57,Nissan_Micra_Bj.2011_Klimaautomatik_PDC_Tempomat_Tuev_neu_5Tuerer,private,offer,5250,test,limousine,2011,manual,80,micra,40000,1,,nissan,,22/03/2016 0:00,40474,24/03/2016 14:18
11/3/2016 11:58,Opel_Astra_1_6_l_Benzin,private,offer,1200,control,others,1997,manual,75,astra,150000,1,petrol,opel,no,11/3/2016 0:00,12589,5/4/2016 3:45
11/3/2016 15:51,Verkaufe_Mein_Ford_Focus_Ghia_in_Rot,private,offer,500,test,,2000,,116,focus,150000,5,petrol,ford,yes,11/3/2016 0:00,26506,23/03/2016 13:16
2/4/2016 20:54,Volkswagen_Passat_1.8_Comfortline_Limosine__AHK__Klima,private,offer,1350,test,limousine,1999,manual,125,passat,150000,12,petrol,volkswagen,no,2/4/2016 0:00,86476,6/4/2016 21:44
8/3/2016 15:53,Mercedes_Benz_190_E_2.0,private,offer,3500,test,limousine,1991,manual,122,others,125000,7,petrol,mercedes_benz,no,8/3/2016 0:00,41541,6/4/2016 20:19
14/03/2016 19:57,Daihatsu_Cuore_0.8,private,offer,1000,control,small car,1996,automatic,45,cuore,50000,0,electro,daihatsu,yes,14/03/2016 0:00,16356,6/4/2016 5:46
17/03/2016 18:53,Renault_Megane_1.6_RT_5_Tuerig_Klima,private,offer,999,control,limousine,1998,manual,90,megane,150000,7,petrol,renault,no,17/03/2016 0:00,12349,23/03/2016 8:15
12/3/2016 11:47,CLC180K_mit_Vollgarantie_bis_Nov.2016;Neue_Inspektion_30.10.2015,private,offer,16600,test,coupe,2009,manual,143,c_klasse,40000,9,petrol,mercedes_benz,no,12/3/2016 0:00,40237,6/4/2016 5:44
24/03/2016 11:53,Skoda_Citigo_1.0_MPI_Active_KLIMA,private,offer,3690,test,small car,2014,manual,60,citigo,10000,10,petrol,skoda,yes,24/03/2016 0:00,13585,24/03/2016 12:40
4/4/2016 8:57,Peugeot_206_cc_in_gutem_Zustand,private,offer,1700,control,cabrio,2003,manual,109,2_reihe,150000,10,petrol,peugeot,,4/4/2016 0:00,86150,4/4/2016 9:45
2/4/2016 0:06,Ferrari_LaFerrari_Deutsche_Auslieferung._A_Celebrity_Car,private,offer,2795000,control,coupe,2016,,963,,5000,3,,sonstige_autos,no,1/4/2016 0:00,60435,3/4/2016 14:32
31/03/2016 10:52,Fiat_Stilo,private,offer,1800,control,small car,2005,manual,95,stilo,150000,12,petrol,fiat,no,31/03/2016 0:00,26817,6/4/2016 4:15
23/03/2016 18:46,Suzuki_Swift_1.3_Comfort,private,offer,2800,test,small car,2008,manual,92,swift,125000,4,petrol,suzuki,no,23/03/2016 0:00,88131,28/03/2016 0:15
1/4/2016 18:45,Volkswagen_Golf_Plus_1.4_TSI_DSG,private,offer,15900,control,limousine,2012,automatic,122,golf,60000,3,petrol,volkswagen,no,1/4/2016 0:00,88456,5/4/2016 14:18
22/03/2016 19:40,Faehrt_und_faehrt_......,private,offer,1800,test,bus,1997,automatic,100,vito,150000,8,diesel,mercedes_benz,no,22/03/2016 0:00,22885,22/03/2016 19:40
21/03/2016 14:57,Verkauf_Opel_Agila,private,offer,1100,control,small car,2001,manual,56,agila,150000,11,petrol,opel,yes,21/03/2016 0:00,93164,21/03/2016 15:42
28/03/2016 13:52,Nissan_Almera_n16_1.5,private,offer,1990,test,,2017,manual,98,almera,150000,2,petrol,nissan,,28/03/2016 0:00,15890,4/4/2016 16:16
19/03/2016 8:56,Opel_Astra_unfallfrei!!!,private,offer,9900,test,limousine,2011,manual,87,astra,40000,10,petrol,opel,,19/03/2016 0:00,34477,6/4/2016 8:45
29/03/2016 20:54,Ford_Fiesta,private,offer,850,test,small car,2001,manual,75,fiesta,80000,5,petrol,ford,no,29/03/2016 0:00,78594,6/4/2016 7:17
4/4/2016 18:52,Seat_Toledo_1.9_TDI,private,offer,3990,test,limousine,2002,manual,110,toledo,125000,11,diesel,seat,no,4/4/2016 0:00,65550,5/4/2016 12:08
7/3/2016 1:47,Volkswagen_Lupo_1.0,private,offer,1599,control,small car,2003,manual,50,lupo,150000,2,petrol,volkswagen,no,6/3/2016 0:00,29393,23/03/2016 0:46
28/03/2016 16:51,Ford_mondeo_ghia,private,offer,7000,test,limousine,2007,manual,220,mondeo,5000,8,petrol,ford,no,28/03/2016 0:00,63110,6/4/2016 22:17
22/03/2016 16:48,Opel_corsa_B,private,offer,0,test,small car,1999,manual,54,corsa,125000,6,,opel,no,22/03/2016 0:00,6366,29/03/2016 20:46
10/3/2016 1:36,Audi_A3_1.9_TDI_Ambition_Navi_Klimaautomatik,private,offer,3490,test,limousine,2001,manual,131,a3,150000,2,diesel,audi,no,10/3/2016 0:00,15831,20/03/2016 3:18
31/03/2016 1:58,Nissan_Micra_San_Remo_TÜV_08/2016_nur_103.000_km_zum_Schlachten,private,offer,135,test,small car,1999,manual,54,micra,125000,1,petrol,nissan,,31/03/2016 0:00,88099,3/4/2016 23:16
4/4/2016 20:42,Ford_Escort_Cabrio_zum_basteln,private,offer,350,control,cabrio,1997,manual,116,escort,150000,0,petrol,ford,,4/4/2016 0:00,42657,4/4/2016 20:42
5/4/2016 1:55,Mercedes_E270CDI_KOMBI_AVANTGARDE_VOLLAUSSTATTUNG,private,offer,4999,control,station wagon,2004,automatic,177,e_klasse,150000,5,diesel,mercedes_benz,no,4/4/2016 0:00,32312,7/4/2016 10:16
14/03/2016 3:36,Mercedes_Benz_A_140,private,offer,800,test,limousine,2001,manual,82,a_klasse,150000,1,petrol,mercedes_benz,yes,14/03/2016 0:00,34123,14/03/2016 3:36
29/03/2016 21:56,BMW_318i,private,offer,1850,test,limousine,1998,manual,118,3er,150000,5,petrol,bmw,no,29/03/2016 0:00,63450,6/4/2016 9:17
9/3/2016 4:36,BMW_320i_mit_Hifi_touring_Edition_Sport,private,offer,4500,control,station wagon,2003,manual,170,3er,150000,11,petrol,bmw,no,9/3/2016 0:00,63857,7/4/2016 9:16
8/3/2016 21:25,VW_Polo_6N_1_!!,private,offer,1050,test,small car,1999,manual,60,polo,150000,10,petrol,volkswagen,no,8/3/2016 0:00,56470,3/4/2016 20:18
11/3/2016 23:57,Vk_Opel_Cora_B_400VB,private,offer,400,test,others,1997,manual,0,corsa,125000,1,petrol,opel,,11/3/2016 0:00,4229,5/4/2016 17:46
9/3/2016 17:50,Hyundai__Pony_GSI,private,offer,0,test,,1910,,0,others,5000,0,,hyundai,,9/3/2016 0:00,59510,7/4/2016 10:44
4/4/2016 23:49,Peugeot_206cc_schwarz,private,offer,1550,control,cabrio,2002,manual,0,others,150000,0,,peugeot,,4/4/2016 0:00,28259,7/4/2016 7:15
1/4/2016 11:48,BMW_X1_X_DRIVE_18_D_Automatic__Navi__Panoramadach,private,offer,25880,test,limousine,2013,automatic,143,x_reihe,40000,6,diesel,bmw,no,1/4/2016 0:00,41352,7/4/2016 8:17
20/03/2016 16:46,BMW_330d_Touring_Aut._Leder_Panorama_Standheizung,private,offer,11900,test,station wagon,2006,automatic,231,3er,150000,9,diesel,bmw,no,20/03/2016 0:00,38106,27/03/2016 4:46
16/03/2016 21:36,Fiat_Ducato___Lastwagen__Tranporter_1450___VHB,private,offer,1450,control,others,1998,manual,0,others,70000,10,diesel,fiat,,16/03/2016 0:00,79108,17/03/2016 0:40
2/4/2016 17:46,Mazda_323_F_1.9i_16V_GLX,private,offer,1600,control,limousine,1992,manual,103,3_reihe,150000,7,petrol,mazda,no,2/4/2016 0:00,74572,6/4/2016 17:15
20/03/2016 12:55,Opel_Corsa__B,private,offer,550,test,small car,1996,manual,0,corsa,150000,11,petrol,opel,,20/03/2016 0:00,48431,6/4/2016 13:15
24/03/2016 10:56,Opel_Zafira_1.9_CDTI_Automatik_Edition_TÜV_NEU,private,offer,6300,test,bus,2008,automatic,120,zafira,150000,6,diesel,opel,no,24/03/2016 0:00,80807,30/03/2016 11:18
26/03/2016 13:43,Volkswagen_up!_high_up!,private,offer,8450,control,small car,2012,manual,75,up,20000,6,petrol,volkswagen,no,26/03/2016 0:00,80689,6/4/2016 1:16
4/4/2016 16:45,Mercedes_Benz_CLK_Coupe_230_Kompressor_AMG_Packet,private,offer,2390,test,coupe,2001,manual,197,clk,150000,9,petrol,mercedes_benz,no,4/4/2016 0:00,73734,6/4/2016 18:18
21/03/2016 16:53,Mercedes_Benz_VITO,private,offer,2499,control,bus,1999,manual,0,vito,150000,6,diesel,mercedes_benz,,21/03/2016 0:00,53840,6/4/2016 16:46
22/03/2016 13:52,320d_DPF_Touring_Edition_Fleet_M_PAKIET_Kombi,private,offer,6000,control,station wagon,2009,manual,163,3er,150000,1,diesel,bmw,no,22/03/2016 0:00,60439,22/03/2016 13:52
23/03/2016 21:48,Ford_Focus_1.4_16V_Trend,private,offer,3900,test,limousine,2005,manual,80,focus,60000,2,petrol,ford,no,23/03/2016 0:00,77652,6/4/2016 3:16
22/03/2016 18:42,VW_Polo_1_2_Highline_TÜV_NEU,private,offer,3100,control,small car,2003,manual,64,polo,80000,2,petrol,volkswagen,,22/03/2016 0:00,6467,6/4/2016 10:16
7/3/2016 14:37,Opel_Corsa_Swing,private,offer,500,control,small car,1996,manual,45,corsa,150000,3,petrol,opel,no,7/3/2016 0:00,42857,8/3/2016 10:18
17/03/2016 5:36,Audi_A4_Avant_B8_8k_Facelift_S_Line,private,offer,24000,test,station wagon,2012,manual,143,,100000,5,,audi,no,17/03/2016 0:00,46244,4/4/2016 0:15
9/3/2016 19:51,Renault_Twingo,private,offer,4800,test,small car,2012,manual,75,twingo,80000,10,petrol,renault,no,9/3/2016 0:00,59964,12/3/2016 20:49
12/3/2016 12:57,Opel_Agila_1.2_16V_Color_Edition,private,offer,890,test,small car,2001,manual,75,agila,150000,12,petrol,opel,no,12/3/2016 0:00,32609,12/3/2016 12:57
17/03/2016 22:54,Opel_Insignia_2.0_CDTI_Edition,private,offer,9690,test,limousine,2010,manual,131,insignia,125000,9,diesel,opel,no,17/03/2016 0:00,59174,5/4/2016 20:19
11/3/2016 7:56,Lada_Lada_Priora_2172_LPG,private,offer,2499,test,limousine,2011,manual,98,others,80000,8,lpg,lada,no,11/3/2016 0:00,4317,20/03/2016 8:45
2/4/2016 17:47,Mercedes_Benz_E_200_Kompressor_Automatik_Avantgarde_Sport_...,private,offer,8999,control,limousine,2005,automatic,163,e_klasse,125000,9,petrol,mercedes_benz,no,2/4/2016 0:00,97525,4/4/2016 15:46
19/03/2016 13:56,Audi_A8_D2_4.2l_Karosserie_mit_Motor_und_Getriebe_usw....,private,offer,200,test,,2000,automatic,299,a8,150000,0,,audi,,19/03/2016 0:00,86399,19/03/2016 13:56
1/4/2016 17:46,Mercedes_CL_500,private,offer,28690,test,,2017,,0,,60000,6,petrol,mercedes_benz,no,1/4/2016 0:00,81549,1/4/2016 17:46
2/4/2016 22:55,Honda_Accord_2.0_comfort,private,offer,5600,test,limousine,2005,manual,135,accord,150000,6,petrol,honda,,2/4/2016 0:00,15366,7/4/2016 1:46
2/4/2016 9:47,Twingo__mit_Tuev_und_Faltdach,private,offer,1100,control,small car,2000,manual,58,twingo,150000,3,petrol,renault,no,2/4/2016 0:00,53225,6/4/2016 7:44
12/3/2016 16:42,Audi_A5_2.0_TDI_Sportback_DPF__S_Line,private,offer,21999,control,coupe,2012,manual,177,a5,125000,4,diesel,audi,no,12/3/2016 0:00,88348,1/4/2016 9:45
23/03/2016 18:46,"Audi_A4_1.6_LPG_15""_Alu",private,offer,1999,test,limousine,1996,manual,101,a4,150000,5,lpg,audi,no,23/03/2016 0:00,48488,5/4/2016 23:44
27/03/2016 12:57,Volvo_XC90_D5_Aut._Executive_unfallfr._Vollausstattung,private,offer,10750,test,suv,2006,automatic,185,xc_reihe,150000,5,diesel,volvo,no,27/03/2016 0:00,23562,5/4/2016 6:45
12/3/2016 16:58,Skoda_Yeti_2.0_TDI_DSG_4x4_L&K,private,offer,26500,control,suv,2014,automatic,140,yeti,20000,3,diesel,skoda,no,12/3/2016 0:00,86899,7/4/2016 7:44
13/03/2016 17:46,Opel_Zafira_mit_Gasanlage_von_Prins,private,offer,2500,control,bus,2001,manual,101,,150000,0,lpg,opel,,13/03/2016 0:00,30952,20/03/2016 14:47
9/3/2016 16:49,KIA_PICANTO_LX,private,offer,1800,test,small car,2006,manual,65,picanto,150000,4,,kia,no,9/3/2016 0:00,83646,7/4/2016 6:17
25/03/2016 22:51,BMW_218d_Active_Tourer_Aut._Advantage,private,offer,27900,control,bus,2014,automatic,150,others,30000,11,diesel,bmw,no,25/03/2016 0:00,64287,5/4/2016 12:44
29/03/2016 1:56,Volkswagen_Passat_1.6,private,offer,750,control,limousine,1996,manual,101,passat,150000,6,petrol,volkswagen,yes,29/03/2016 0:00,13587,5/4/2016 17:26
23/03/2016 11:49,CHRYSLER_300C_EURO_4,private,offer,9200,test,limousine,2006,automatic,218,300c,150000,12,diesel,chrysler,no,23/03/2016 0:00,45964,7/4/2016 13:17
29/03/2016 3:02,Golf_5______1.9_tdi___TÜV_neu,private,offer,3850,test,,2018,manual,105,,30000,9,diesel,volkswagen,,29/03/2016 0:00,23566,29/03/2016 9:43
4/4/2016 8:54,PKW._Volkswagen_Golf_2_Madison_Edition_Typ_19E,private,offer,650,control,,2016,manual,0,golf,150000,6,petrol,volkswagen,no,4/4/2016 0:00,41812,6/4/2016 9:45
19/03/2016 19:37,Audi_A6_Avant_2.4,private,offer,2600,control,station wagon,1998,automatic,165,a6,150000,9,petrol,audi,no,19/03/2016 0:00,89182,1/4/2016 12:16
16/03/2016 18:47,Volkswagen_Polo_Style___Xenon_Panoramadach,private,offer,8490,control,small car,2011,manual,69,polo,50000,11,petrol,volkswagen,no,16/03/2016 0:00,36088,17/03/2016 17:16
11/3/2016 10:40,Volkswagen_Achtung_nur_bis_Sonntag_Tiguan_1.4_TSI_DSG,private,offer,26500,test,suv,2015,automatic,150,tiguan,10000,11,petrol,volkswagen,no,11/3/2016 0:00,48619,11/3/2016 10:40
30/03/2016 20:42,Roter_Corsa_Edition_2000__1._Hand__Garagenwagen,private,offer,1500,control,small car,2000,manual,0,corsa,60000,6,petrol,opel,no,30/03/2016 0:00,24939,3/4/2016 11:45
16/03/2016 11:49,Mercedes_Benz_A_160_BlueEFFICIENCY_Klima_Sitzheizung,private,offer,10500,test,limousine,2011,manual,95,a_klasse,60000,11,petrol,mercedes_benz,no,16/03/2016 0:00,14165,6/4/2016 5:16
1/4/2016 10:43,Ford_Focus_2_0_16V_Titanium,private,offer,3500,control,limousine,2005,manual,145,focus,150000,2,petrol,ford,yes,1/4/2016 0:00,35236,7/4/2016 6:46
28/03/2016 22:06,Zu_verkaufen_sparsamer_clio,private,offer,950,control,,2017,manual,60,clio,150000,10,,renault,,28/03/2016 0:00,56112,7/4/2016 7:15
25/03/2016 11:54,Volkswagen_Lupo_1.0_College,private,offer,500,test,small car,2001,manual,50,lupo,150000,9,petrol,volkswagen,yes,25/03/2016 0:00,50226,2/4/2016 14:17
19/03/2016 21:48,VW_Caddy_1_9_Diesel_47KW_Hundefaenger,private,offer,800,control,,2000,manual,0,caddy,150000,2,diesel,volkswagen,no,19/03/2016 0:00,6343,3/4/2016 11:17
16/03/2016 21:39,Smart_Fortwo_cdi,private,offer,1299,control,small car,2001,automatic,41,fortwo,150000,3,diesel,smart,,16/03/2016 0:00,6193,27/03/2016 13:17
3/4/2016 11:49,Volkswagen_Polo_1.4_Trendline,private,offer,6150,control,small car,2007,manual,80,polo,70000,12,petrol,volkswagen,no,3/4/2016 0:00,49176,7/4/2016 12:46
11/3/2016 9:54,Audi_A6_2.4_multitronic,private,offer,6500,control,limousine,2004,automatic,177,a6,20000,9,petrol,audi,no,11/3/2016 0:00,4129,2/4/2016 22:19
31/03/2016 21:52,Renault_Laguna_Grandtour_2.0_dCi_FAP_Aut._Initiale,private,offer,8500,test,station wagon,2008,automatic,150,laguna,150000,6,diesel,renault,no,31/03/2016 0:00,87459,6/4/2016 17:45
1/4/2016 12:50,Renault_Megane_130_FAP_LUXE,private,offer,7200,test,,2016,,0,megane,90000,9,diesel,renault,,1/4/2016 0:00,22083,5/4/2016 6:47
14/03/2016 13:50,Verkaufe_einen_Saab_900S,private,offer,1100,test,limousine,1997,manual,0,900,150000,6,,saab,no,14/03/2016 0:00,48336,5/4/2016 15:15
1/4/2016 23:55,BMW_525_d_._1._Hand___Automatik___AHK___Euro_2,private,offer,1200,control,limousine,1996,automatic,143,5er,150000,8,diesel,bmw,yes,1/4/2016 0:00,38539,6/4/2016 5:15
8/3/2016 16:38,Audi_A6_2.8l,private,offer,0,test,,2017,manual,193,,150000,0,,audi,,8/3/2016 0:00,94060,15/03/2016 19:46
29/03/2016 13:49,"Mercedes_Benz_CLK_Coupe_200_K_Navi_Elegance_Klima_AHK_17""",private,offer,3490,control,coupe,2002,manual,163,clk,150000,1,petrol,mercedes_benz,no,29/03/2016 0:00,40474,3/4/2016 22:17
13/03/2016 20:39,Mercedes_Benz_200_diesel_._Tausch_oder_verkauf._Top!!!,private,offer,9600,control,,2017,automatic,136,,150000,0,diesel,mercedes_benz,no,13/03/2016 0:00,74564,6/4/2016 18:47
19/03/2016 19:56,AUDI_A6_AVANT_2.5_TDI_6_GANG_2.HAND_LEDER_TEMP_SZH_ALU_HU_03.2018,private,offer,3290,control,station wagon,2002,manual,180,a6,150000,12,diesel,audi,no,19/03/2016 0:00,24143,30/03/2016 17:46
27/03/2016 13:46,Volkswagen_New_Beetle_2.0,private,offer,2999,test,limousine,1999,manual,116,beetle,125000,4,petrol,volkswagen,no,27/03/2016 0:00,9212,7/4/2016 9:45
12/3/2016 12:58,golf_Cabrio,private,offer,1100,test,cabrio,1998,manual,101,golf,150000,0,petrol,volkswagen,,12/3/2016 0:00,32425,6/4/2016 10:44
29/03/2016 17:57,Mercedes_Benz_208_CDI_Sprinter_901.661,private,offer,3250,control,bus,2004,manual,82,sprinter,150000,2,diesel,mercedes_benz,no,29/03/2016 0:00,51103,6/4/2016 4:16
28/03/2016 21:56,Opel_zafira_2.2_dti_7_Sitz,private,offer,2600,control,others,2002,manual,125,zafira,150000,11,diesel,opel,,28/03/2016 0:00,28832,7/4/2016 5:16
24/03/2016 12:38,Kia_Picanto___ein_Auto_wie_fabrikneu_mir_nur_18000_km,private,offer,4750,test,small car,2010,manual,65,picanto,20000,8,petrol,kia,no,24/03/2016 0:00,81539,7/4/2016 3:16
4/4/2016 12:56,Fiat_brava.1.6_v_...klima,private,offer,580,control,limousine,2000,manual,75,,150000,0,,fiat,no,4/4/2016 0:00,53844,4/4/2016 12:56
22/03/2016 7:36,Peugeot_106_1.0_Tuev_08/2017__Doppelairbag___Glasdach___Alufelgen,private,offer,799,control,small car,1998,manual,45,1_reihe,125000,0,petrol,peugeot,no,22/03/2016 0:00,4318,29/03/2016 8:57
29/03/2016 21:53,Volkswagen_Scirocco_2.0_TSI,private,offer,14000,test,coupe,2009,manual,200,scirocco,100000,7,petrol,volkswagen,no,29/03/2016 0:00,49186,6/4/2016 9:17
9/3/2016 20:55,Skoda_Fabia_1.9_TDI_Comfort,private,offer,1200,test,small car,2001,manual,101,fabia,150000,8,diesel,skoda,no,9/3/2016 0:00,13347,14/03/2016 15:45
29/03/2016 15:58,Cabrio_Mercedes_SLK_Kompressor,private,offer,4950,control,cabrio,2000,manual,163,slk,150000,11,petrol,mercedes_benz,no,29/03/2016 0:00,32339,6/4/2016 2:15
11/3/2016 17:43,!!_BMW_330D!_!_M3_OPTIK!_!,private,offer,15800,control,coupe,2008,automatic,231,,150000,3,diesel,bmw,no,11/3/2016 0:00,88348,5/4/2016 17:22
13/03/2016 20:46,BMW_520i,private,offer,2500,control,limousine,1990,automatic,129,5er,150000,10,petrol,bmw,no,13/03/2016 0:00,51399,6/4/2016 19:16
12/3/2016 13:55,Mercedes_Benz_SLK_230_Kompressor_Special_Edition,private,offer,4699,control,cabrio,2002,automatic,197,slk,150000,5,petrol,mercedes_benz,no,12/3/2016 0:00,21481,16/03/2016 16:50
16/03/2016 14:50,BMW_520i/_TÜV/_Klima/_AHK/_Automatik/_PDC,private,offer,2200,test,station wagon,2000,automatic,150,5er,150000,7,petrol,bmw,no,16/03/2016 0:00,28209,16/03/2016 14:50
6/3/2016 11:41,Chevrolet_Trax_1.7TD_Automatik_LT,private,offer,15850,test,suv,2014,automatic,131,others,40000,2,diesel,chevrolet,no,6/3/2016 0:00,12529,6/3/2016 11:41
12/3/2016 0:50,BMW_325i_touring_m_paket,private,offer,5999,test,station wagon,2002,manual,192,3er,150000,6,petrol,bmw,no,11/3/2016 0:00,59348,12/3/2016 6:43
28/03/2016 15:58,Volkswagen_Polo_1.2_Trendline,private,offer,3500,control,small car,2008,manual,60,polo,100000,6,petrol,volkswagen,no,28/03/2016 0:00,19406,6/4/2016 21:44
13/03/2016 15:41,Mercedes_Benz_SLK_200_Kompressor_Special_Edition,private,offer,4499,test,cabrio,2002,automatic,163,slk,150000,12,petrol,mercedes_benz,no,13/03/2016 0:00,53721,13/03/2016 15:41
